Client ID,Ciudad,Categoría de dispositivo,Marca del dispositivo móvil,Navegador,producto,Dominio del emplazamiento,Sistema operativo,Número de páginas vistas únicas,Sesiones,leadDrakkar (Goal 19 Completions),Transacciones,First billed
911222103.1549034186,Madrid,mobile,LG,Chrome,ponelvideo,youtube.com,Android,3,1,1,1,0
210173212.1553772010,Barcelona,mobile,Apple,Safari (in-app),musiqradio,caracterurbano.com,iOS,3,1,1,1,1
595594743.1555763799,Barcelona,mobile,Apple,Safari,cocinatop,salir.com,iOS,3,1,1,1,1
950127608.1555787425,Seville,mobile,(not set),Chrome,unlimitedvideos,mobileapp::2-equalizer.bassbooster,Android,3,1,1,1,1
161958587.1562239352,Valencia,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.appgeneration.itunerfree,Android,3,1,1,1,1
448503341.1553943130,Valencia,mobile,Samsung,Samsung Internet,playweez,arba7co.com,Android,3,1,1,1,1
418043543.1565786489,Valladolid,mobile,Apple,Safari,trendly,queveren.net,iOS,3,1,1,1,1
600924784.1555869375,Barcelona,mobile,Samsung,Android Webview,cocinatop,cursosepe2018.com,Android,3,1,1,1,1
640740187.1548443608,Madrid,mobile,Apple,Safari,playweez,strawgame.com,iOS,3,1,1,1,1
450846545.1555181277,Madrid,mobile,Apple,Safari (in-app),trendly,tuhoroscopodehoy.com,iOS,3,1,1,1,1
288137344.1549825213,Madrid,mobile,Huawei,Chrome,clicnscores,tiempo.com,Android,3,1,1,1,1
620532455.1549983157,Valladolid,mobile,Huawei,Chrome,ponelvideo,elespanol.com,Android,3,1,1,1,1
605241223.1572077183,Madrid,mobile,(not set),Chrome,playup,youtube.com,Android,3,1,1,1,1
710800786.1552487674,Madrid,mobile,Samsung,Chrome,musiqradio,mobileapp::2-com.learn.bibliavalera,Android,3,1,1,1,0
953837566.1551779784,Barcelona,mobile,Alcatel,Opera,unlimitedvideos,mobileapp::2-us.B3S.Thermometer,Android,3,1,1,1,0
806106122.1518900630,Barcelona,mobile,Samsung,Chrome,playup,lne.es,Android,3,1,1,1,1
594245928.1553869322,Valladolid,mobile,Sony,Chrome,musiqradio,asfiyahi.org,Android,3,1,1,1,0
985163030.1546298215,Barcelona,mobile,(not set),Samsung Internet,playweez,wish-you.co,Android,3,1,1,1,1
245753291.1561096349,Valladolid,mobile,Samsung,Android Webview,trendly,tuhoroscopodehoy.com,Android,3,1,1,1,1
366419868.1551294193,Madrid,mobile,Huawei,Chrome,playweez,merca2.es,Android,3,1,1,1,1
533085401.1569754102,Valladolid,mobile,Samsung,Samsung Internet,cocinatop,menus.net,Android,3,1,1,1,1
696449243.1553867255,Valladolid,mobile,Huawei,Chrome,unlimitedvideos,rockfm.fm,Android,3,1,1,1,0
228754686.1568834795,Barcelona,mobile,Apple,Safari,clicnscores,kooora4live.com,iOS,3,1,1,1,0
782040912.1547216679,Barcelona,mobile,Huawei,Chrome,canaltv,youtube.com,Android,3,1,1,1,1
961836905.1516117269,Seville,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.appblockgames.freecraftexploration,Android,3,1,1,1,1
375051375.1551711528,(not set),mobile,Samsung,Android Browser,unlimitedvideos,nadorzik.com,Android,3,1,1,1,0
324915586.1565848004,Barcelona,mobile,LG,Chrome,unlimitedvideos,radioagricultura.cl,Android,3,1,1,1,0
625987769.1535661805,Madrid,mobile,Huawei,Chrome,playup,telecinco.es,Android,3,1,1,1,0
374195620.1555460394,Valladolid,mobile,Vodafone,Chrome,trendly,mitula.com,Android,3,1,1,1,1
556281246.1565336321,Alcala de Henares,mobile,Xiaomi,Android Webview,clicnscores,elmatinal.com,Android,3,1,1,1,1
928626668.1562326363,Barcelona,mobile,Alcatel,Android Webview,trendly,horoscopomagico.com,Android,3,1,1,1,1
320710084.1531472875,Barcelona,mobile,Huawei,Chrome,musiqradio,mobileapp::2-com.appmind.radios.es,Android,3,1,1,1,1
653293496.1548877058,Valencia,mobile,Samsung,Chrome,playweez,xataka.com,Android,3,1,1,1,1
936808688.1545950115,Barcelona,mobile,Huawei,Chrome,cocinatop,sabervivirtv.com,Android,3,1,1,1,1
579886320.1549804530,Alcala de Henares,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.custom.goescape,Android,3,1,1,1,1
813278280.1560610561,Valencia,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::10002-ca-app-pub-8151977403404830,Android,3,1,1,1,0
863349864.1566914320,Seville,mobile,Huawei,Chrome,trendly,mobileapp::2-media.media1e1a.arkadaslik,Android,3,1,1,1,1
573288707.1546593246,Valencia,mobile,Huawei,Chrome,playweez,bffmeter.com,Android,3,1,1,1,1
451503571.1558183672,Barcelona,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-tw.mobileapp.qrcode.banner,Android,3,1,1,1,1
663443843.1548869745,Madrid,mobile,BLU,Chrome,ponelvideo,lavanguardia.com,Android,3,1,1,1,0
878101244.1556109881,Valladolid,mobile,Samsung,Samsung Internet,trendly,anonymous.google,Android,3,1,1,1,1
932764849.1567074222,Valladolid,mobile,Huawei,Android Webview,playup,orquestasdegalicia.es,Android,3,1,1,1,1
133618428.1550057709,Valladolid,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.toh.callrecord,Android,3,1,1,1,1
447577222.1555814031,Valladolid,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.callerscreen.color.phone.ringtone.flash,Android,3,1,1,1,1
491046566.1571871448,Valladolid,mobile,(not set),Chrome,unlimitedvideos,24matins.es,Android,3,1,1,1,1
264250306.1544594796,Barcelona,mobile,Huawei,Chrome,ponelvideo,esdiario.com,Android,3,1,1,1,1
157650093.1562534797,Seville,mobile,Huawei,Chrome,unlimitedvideos,mundohispanico.com,Android,3,1,1,1,1
942088151.1546764665,Madrid,mobile,Samsung,Chrome,canaltv,youtube.com,Android,3,1,1,1,0
815311927.1565280664,Madrid,mobile,(not set),Firefox,trendly,youtube.com,Android,3,1,1,1,1
627013420.1565881669,Seville,mobile,Apple,Safari,cocinatop,dailyholics.com,iOS,3,1,1,1,1
809211098.1559516357,Seville,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
180883034.1555326152,Valladolid,mobile,Xiaomi,Chrome,playweez,mobileapp::2-air.com.hypah.io.slither,Android,3,1,1,1,1
713879723.1549898937,Seville,mobile,Huawei,Chrome,playweez,espinof.com,Android,3,1,1,1,1
491834282.1550072105,Valladolid,mobile,Samsung,Chrome,playweez,geeknivelsuperior.com,Android,3,1,1,1,1
207777332.1553609164,Valencia,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-photo.album.galleryvault.photogallery,Android,3,1,1,1,0
742796540.1537642859,Valladolid,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.flightradar24free,Android,3,1,1,1,1
331897728.1557301733,Zaragoza,mobile,Xiaomi,Chrome,trendly,anonymous.google,Android,3,1,1,1,1
690226413.1555450706,Madrid,mobile,(not set),Chrome,playup,divinity.es,Android,3,1,1,1,1
978033558.1555157042,Barcelona,mobile,Cubot,Chrome,unlimitedvideos,mobileapp::2-com.chaks.quran,Android,3,1,1,1,0
615667075.1551777276,Valladolid,mobile,Samsung,Chrome,unlimitedvideos,humedades24.com,Android,3,1,1,1,1
510499444.1559570570,Barcelona,mobile,Xiaomi,Chrome,trendly,mobileapp::2-com.emoticon.screen.home.launcher,Android,3,1,1,1,1
724656046.1546946698,Valladolid,mobile,Apple,Safari,canaltv,farodevigo.es,iOS,3,1,1,1,1
877353295.1531674545,Madrid,mobile,Sony,Chrome,trendly,elhoroscopodehoy.es,Android,3,1,1,1,1
849866868.1558612329,Barcelona,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.bitsmedia.android.muslimpro,Android,3,1,1,1,0
846759475.1555080507,Barcelona,mobile,Samsung,Chrome,trendly,mobileapp::2-com.cleanmaster.mguard,Android,3,1,1,1,0
841140327.1559578868,Seville,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.gender.changer.faceapp.transformation,Android,3,1,1,1,1
1489179313850.3808191990366183,Seville,mobile,Samsung,Chrome,unlimitedvideos,lapandereta.es,Android,3,1,1,1,1
528114078.1557169478,Seville,mobile,Apple,Safari,cocinatop,expreso.ec,iOS,3,1,1,1,0
564923976.1565522631,Valencia,mobile,Apple,Safari,trendly,wallapop.com,iOS,3,1,1,1,1
663037357.1555433229,Madrid,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.NailsDrawingBook.coloringbookms,Android,3,1,1,1,1
441806354.1550532749,Valencia,mobile,Samsung,Chrome,playweez,youtube.com,Android,3,1,1,1,1
986660319.1530370849,Seville,mobile,Huawei,Chrome,playweez,mobileapp::2-com.brokenreality.planemerger.android,Android,3,1,1,1,1
511041235.1526829213,Valladolid,mobile,LG,Chrome,playup,seemessage.site,Android,3,1,1,1,1
538823154.1555156733,Seville,mobile,Huawei,Chrome,trendly,youtube.com,Android,3,1,1,1,0
302738191.1560249119,Barcelona,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.appgeneration.itunerfree,Android,3,1,1,1,1
216806325.1550334959,Madrid,mobile,Samsung,Chrome,musiqradio,travelden.co.uk,Android,3,1,1,1,1
945392266.1553847618,Barcelona,mobile,Apple,Safari,cocinatop,gastroranking.es,iOS,3,1,1,1,1
422231528.1550996757,Seville,mobile,Samsung,Chrome,unlimitedvideos,infojardin.com,Android,3,1,1,1,1
175210657.1558902243,Valladolid,mobile,Xiaomi,Chrome,cocinatop,elnortedecastilla.es,Android,3,1,1,1,1
464372522.1565801105,Valladolid,mobile,Orange,Chrome,trendly,lecturas.com,Android,3,1,1,1,1
318884907.1554945648,Madrid,mobile,Samsung,Android Webview,unlimitedvideos,lavozdelmuro.net,Android,3,1,1,1,1
435048784.1544257326,Madrid,mobile,Xiaomi,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
424253939.1536002316,Seville,mobile,Huawei,Chrome,playup,diariocordoba.com,Android,3,1,1,1,1
517930265.1555177931,Valencia,mobile,Samsung,Chrome,trendly,youtube.com,Android,3,1,1,1,0
132279664.1538251515,Valladolid,mobile,Huawei,Chrome,playweez,puyogames.com,Android,3,1,1,1,1
673652233.1556800817,Valladolid,mobile,Samsung,Samsung Internet,trendly,elpais.com,Android,3,1,1,1,1
786519126.1555481052,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.bruyere.android.wordsearch,Android,3,1,1,1,1
506449851.1559429202,Madrid,mobile,Xiaomi,Chrome,playweez,testyourbond.site,Android,3,1,1,1,1
401123939.1569430572,Valladolid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,3,1,1,1,1
175610048.1551107364,Malaga,mobile,Apple,Safari,musiqradio,mobileapp::1-891132290,iOS,3,1,1,1,1
319041259.1555195866,Madrid,mobile,Samsung,Samsung Internet,trendly,youtube.com,Android,3,1,1,1,0
314590705.1556719851,Madrid,mobile,Apple,Safari,trendly,anonymous.google,iOS,3,1,1,1,1
733138349.1546621005,Valladolid,mobile,Huawei,Chrome,taromancia,mobileapp::2-software.simplicial.nebulous,Android,3,1,1,1,1
267434094.1536658054,Valencia,mobile,Samsung,Chrome,playup,mobileapp::2-com.fundevs.app.mediaconverter,Android,3,1,1,1,0
787393839.1545575272,Alcala de Henares,mobile,Sony,Chrome,trendly,mobileapp::2-com.androidrocker.voicechanger,Android,3,1,1,1,0
161699515.1549018700,Seville,mobile,Samsung,Chrome,trendly,cotilleo.es,Android,3,1,1,1,1
289796135.1569510314,Zaragoza,mobile,Huawei,Chrome,playweez,apkpure.com,Android,3,1,1,1,1
673181565.1561736090,Barcelona,mobile,Samsung,Chrome,trendly,lacerca.com,Android,3,1,1,1,1
267426885.1549104289,Barcelona,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.imperinca.comosabersimiparejameenganaporwasapguia,Android,3,1,1,1,0
444420281.1556719316,Seville,mobile,Huawei,Chrome,playup,quemedices.es,Android,3,1,1,1,0
863756594.1557054514,Seville,mobile,Samsung,Chrome,playup,guiadelaradio.com,Android,3,1,1,1,1
531257954.1552656953,Seville,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.luckydeveloper.apkshare,Android,3,1,1,1,0
979967793.1554153617,Barcelona,mobile,Samsung,Chrome,unlimitedvideos,vanityfair.fr,Android,3,1,1,1,0
1524552845500.16084681190191996,(not set),mobile,Wiko,Chrome,unlimitedvideos,mobileapp::2-jry.descargar.gratis,Android,3,1,1,1,1
643003051.1547916816,Barcelona,mobile,Xiaomi,Chrome,clicnscores,mobileapp::2-com.android.thememanager,Android,3,1,1,1,1
552595186.1554072306,Valencia,mobile,Cubot,Android Webview,taromancia,badoo.com,Android,3,1,1,1,1
936020193.1553970908,Zaragoza,mobile,Sony,Chrome,musiqradio,mobileapp::2-com.electronica.musicaelectronica,Android,3,1,1,1,1
565653186.1550909592,Barcelona,mobile,(not set),Chrome,taromancia,mobileapp::2-com.waplog.social,Android,3,1,1,1,0
133497107.1555835132,Madrid,mobile,LG,Chrome,trendly,mobileapp::2-phone.cleaner.speed.booster.cache.clean.android.master,Android,3,1,1,1,1
975861719.1569308454,Seville,mobile,Huawei,Chrome,trendly,ampproject.net,Android,3,1,1,1,1
898294691.1565525666,Zaragoza,mobile,Samsung,Samsung Internet,playup,tiempo.com,Android,3,1,1,1,1
956691047.1546339886,Alcala de Henares,mobile,Apple,Safari,musiqradio,lemonde.fr,iOS,3,1,1,1,1
313651003.1553706218,Zaragoza,mobile,Samsung,Android Webview,cocinatop,saludableremedio.com,Android,3,1,1,1,1
266278534.1554024214,Valladolid,mobile,Sony,Chrome,clicnscores,mundodeportivo.com,Android,3,1,1,1,0
659000346.1553941429,Valencia,mobile,Huawei,Chrome,unlimitedvideos,puromotores.com,Android,3,1,1,1,1
962940956.1550526777,Madrid,mobile,Huawei,Chrome,ponelvideo,cotilleo.es,Android,3,1,1,1,1
122378153.1557590240,Madrid,mobile,Blackview,Chrome,unlimitedvideos,mobileapp::2-com.maximo.painelled,Android,3,1,1,1,1
213333088.1565745518,Madrid,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
976012637.1556892085,Seville,mobile,Apple,Safari (in-app),trendly,doshermanasinfo.com,iOS,3,1,1,1,1
645325166.1555441738,Seville,mobile,ZTE,Chrome,clicnscores,mobileapp::2-com.mobilefootie.wc2010,Android,3,1,1,1,0
729367833.1561243001,Seville,mobile,(not set),Chrome,playup,nawaret.com,Android,3,1,1,1,0
1523299360039.6939202324982672,Madrid,mobile,Sony,Chrome,unlimitedvideos,esmusica.site,Android,3,1,1,1,0
570772481.1553692631,Barcelona,mobile,Samsung,Chrome,cocinatop,conmuchagula.com,Android,3,1,1,1,1
636698181.1555732189,Seville,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.mp3musicdownload.musicplayerdownloader,Android,3,1,1,1,0
180370130.1562855694,Barcelona,mobile,Apple,Safari (in-app),trendly,elle.com,iOS,3,1,1,1,1
700433896.1552682839,Madrid,mobile,Apple,Safari,playweez,bebesymas.com,iOS,3,1,1,1,1
737877317.1553712125,Valencia,mobile,Samsung,Chrome,clicnscores,futboltv.info,Android,3,1,1,1,1
1523147232891.83197292440007,Seville,mobile,Huawei,Chrome,unlimitedvideos,consejosytrucos.co,Android,3,1,1,1,1
509252489.1555413180,Valencia,mobile,Xiaomi,Chrome,trendly,mobileapp::2-com.vialsoft.radarbot_free,Android,3,1,1,1,1
617778004.1552912181,Valladolid,mobile,Xiaomi,Android Webview,taromancia,horoscoponegro.com,Android,3,1,1,1,1
232341027.1545633126,Barcelona,mobile,Samsung,Samsung Internet,unlimitedvideos,mobileapp::2-com.wastickers.funnymrb,Android,3,1,1,1,1
816718920.1565782625,Zaragoza,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-free70s80s90smusic.radiohits,Android,3,1,1,1,1
252994609.1552403423,Madrid,mobile,Samsung,Samsung Internet,musiqradio,cancionfeliz.com,Android,3,1,1,1,1
159342975.1553710905,Barcelona,mobile,LG,Android Webview,playweez,escritodenovios.com,Android,3,1,1,1,1
436271960.1553768662,Barcelona,mobile,Huawei,Android Webview,playweez,inviptus.com,Android,3,1,1,1,1
862362744.1550410387,Madrid,mobile,Samsung,Chrome,canaltv,youtube.com,Android,3,1,1,1,1
484106944.1560715208,Seville,mobile,Huawei,Chrome,trendly,elperiodico.com,Android,3,1,1,1,1
112299313.1544774319,Zaragoza,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.melodis.midomiMusicIdentifier.freemium,Android,3,1,1,1,1
1490001998356.621272310153995,Seville,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.appstar.audiorecorder,Android,3,1,1,1,1
838258317.1524403982,Zaragoza,mobile,Samsung,Chrome,playup,popsilla.com,Android,3,1,1,1,1
621273738.1550011366,Valladolid,mobile,Apple,Safari,musiqradio,mobileapp::1-1118543208,iOS,3,1,1,1,1
684866360.1555081540,Madrid,mobile,Huawei,Chrome,playup,t13.cl,Android,3,1,1,1,1
811695468.1533121341,Valencia,mobile,Samsung,Samsung Internet,ponelvideo,cotilleo.es,Android,3,1,1,1,1
563391348.1557070369,Valladolid,mobile,Samsung,Samsung Internet,trendly,faceapp.com,Android,3,1,1,1,0
764685658.1556743575,Valencia,mobile,LG,Chrome,cocinatop,ecocosas.com,Android,3,1,1,1,1
306082952.1555701641,Madrid,mobile,Alcatel,Chrome,unlimitedvideos,cocinacaserayfacil.net,Android,3,1,1,1,1
164862734.1552407413,Madrid,mobile,Samsung,Chrome,trendly,apost.com,Android,3,1,1,1,1
297398701.1556824451,Seville,mobile,LG,Chrome,unlimitedvideos,mobileapp::2-com.glowapps.memestickerswhatsapp,Android,3,1,1,1,1
881480483.1537724357,Alcala de Henares,mobile,Huawei,Chrome,clicnscores,mobileapp::2-es.eltiempo.weatherapp,Android,3,1,1,1,1
900092688.1554068958,Madrid,mobile,Huawei,Chrome,unlimitedvideos,tonosdellamada.mobi,Android,3,1,1,1,0
877807401.1546364497,Madrid,mobile,Samsung,Chrome,cocinatop,consejosytrucos.co,Android,3,1,1,1,1
397671755.1513974486,Seville,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.adhan.aw9at.salat.prayer,Android,3,1,1,1,1
473743755.1550332935,Valencia,mobile,Huawei,Android Webview,unlimitedvideos,recetasparathermomix.com,Android,3,1,1,1,1
563370174.1551537087,Seville,mobile,Samsung,Chrome,unlimitedvideos,diariodocentrodomundo.com.br,Android,3,1,1,1,0
770468793.1554756131,Valencia,mobile,Huawei,Chrome,taromancia,mobileapp::2-com.anoshenko.android.solitaires,Android,3,1,1,1,1
805994703.1553796947,Valladolid,mobile,Samsung,Chrome,unlimitedvideos,cadenadial.com,Android,3,1,1,1,1
671418476.1528712027,Valladolid,mobile,Sony,Chrome,trendly,lavanguardia.com,Android,3,1,1,1,1
817874797.1548756654,Barcelona,mobile,Samsung,Android Webview,cocinatop,cuatro.com,Android,3,1,1,1,1
665615145.1553988304,Seville,mobile,ZTE,Chrome,taromancia,elhoroscopodehoy.es,Android,3,1,1,1,1
735298622.1560683851,Valladolid,mobile,Xiaomi,Chrome,unlimitedvideos,recetasderechupete.com,Android,3,1,1,1,1
408614635.1561749975,Alcala de Henares,mobile,Samsung,Chrome,trendly,semana.es,Android,3,1,1,1,1
640997631.1556626802,Seville,mobile,Samsung,Chrome,trendly,madmoizelle.com,Android,3,1,1,1,0
569733657.1531667636,Valencia,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
997310904.1555672812,Alcala de Henares,mobile,Huawei,Chrome,trendly,mobileapp::2-com.etermax.trivia.preguntados2,Android,3,1,1,1,1
230774598.1555321248,Barcelona,mobile,Apple,Safari,trendly,youtube.com,iOS,3,1,1,1,0
958117576.1555650214,Zaragoza,mobile,Apple,Safari,trendly,publico.es,iOS,3,1,1,1,1
716201055.1556803414,Madrid,mobile,Samsung,Android Webview,playup,telezine.es,Android,3,1,1,1,1
446848236.1571802378,Valencia,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.fastsigninemail.securemail.bestemail,Android,3,1,1,1,0
584205078.1541414063,Madrid,mobile,Huawei,Chrome,playup,radio.es,Android,3,1,1,1,1
805901088.1550404494,Barcelona,mobile,ZTE,Android Webview,musiqradio,easyviajar.com,Android,3,1,1,1,1
858470979.1555771322,Barcelona,mobile,LG,Chrome,unlimitedvideos,lasvocesdelpueblo.com,Android,3,1,1,1,1
939994909.1555085518,(not set),mobile,Samsung,Chrome,cocinatop,elmundo.es,Android,3,1,1,1,1
709556683.1555493931,Barcelona,mobile,ZTE,Chrome,playup,mosegame.com,Android,3,1,1,1,0
250171188.1549895261,Barcelona,mobile,Apple,Chrome,trendly,tuasaude.com,iOS,3,1,1,1,1
658302950.1544227442,Seville,mobile,Samsung,Chrome,taromancia,tarotdiariogratis.com,Android,3,1,1,1,1
555998180.1565455793,Valencia,mobile,(not set),Chrome,trendly,mobileapp::2-an.SpanishTranslate,Android,3,1,1,1,1
487726282.1549908986,Seville,mobile,Huawei,Chrome,musiqradio,eldiario.es,Android,3,1,1,1,1
254904872.1557052373,Seville,mobile,LG,Chrome,unlimitedvideos,teleonlinedirecto.es,Android,3,1,1,1,1
617955500.1554038559,Seville,mobile,Samsung,Samsung Internet,taromancia,orakul.com,Android,3,1,1,1,1
601573581.1530196138,Valladolid,mobile,Samsung,Samsung Internet,clicnscores,streema.com,Android,3,1,1,1,1
932044059.1562306786,Zaragoza,mobile,Huawei,Chrome,trendly,youtube.com,Android,3,1,1,1,1
739702288.1557148129,Barcelona,mobile,Xiaomi,Chrome,trendly,okdiario.com,Android,3,1,1,1,1
242040099.1549397991,Valladolid,mobile,LG,Chrome,unlimitedvideos,reverso.net,Android,3,1,1,1,1
846867573.1535137915,Zaragoza,mobile,Apple,Safari,musiqradio,blogspot.com,iOS,3,1,1,1,1
638673590.1555445665,Alcala de Henares,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
809714605.1554046606,Zaragoza,mobile,Huawei,Android Webview,playweez,gamemobileweb.com,Android,3,1,1,1,0
845153290.1556051508,Valencia,mobile,Huawei,Chrome,playup,vermitelenovela.com,Android,3,1,1,1,0
630511246.1564656692,Valladolid,mobile,Motorola,Chrome,cocinatop,anonymous.google,Android,3,1,1,1,1
852155028.1550388676,Seville,mobile,Alcatel,Chrome,unlimitedvideos,rutinasentrenamiento.com,Android,3,1,1,1,1
490483789.1565525492,Barcelona,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,3,1,1,1,0
199481147.1571860020,Valladolid,mobile,Samsung,Chrome,unlimitedvideos,minutoneuquen.com,Android,3,1,1,1,1
235810954.1554125862,Seville,mobile,Huawei,Chrome,taromancia,diariocritico.com,Android,3,1,1,1,0
414507342.1553720435,Seville,mobile,Samsung,Chrome,musiqradio,divinity.es,Android,3,1,1,1,0
903473493.1537950131,Valencia,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,3,1,1,1,1
789812835.1553905448,Zaragoza,mobile,Huawei,Android Webview,taromancia,tuhoroscopodehoy.com,Android,3,1,1,1,1
715562159.1553771622,Seville,mobile,Orange,Chrome,taromancia,lavanguardia.com,Android,3,1,1,1,1
265738191.1534798341,Valencia,mobile,(not set),Android Webview,trendly,cuidamostusalud.info,Android,3,1,1,1,1
150526768.1565439909,Valladolid,mobile,Sony,Android Browser,playweez,uptodown.com,Android,3,1,1,1,1
992830570.1567234731,Madrid,mobile,HTC,Chrome,trendly,youtube.com,Android,3,1,1,1,1
988849006.1555531058,Valencia,mobile,Samsung,Chrome,unlimitedvideos,youtube.com,Android,3,1,1,1,1
379392985.1549475659,Valencia,mobile,Samsung,Chrome,musiqradio,tdt.gratis,Android,3,1,1,1,1
284817488.1553774808,Zaragoza,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-com.photo.images.video.status.download.app,Android,3,1,1,1,1
489534797.1549127794,Valladolid,mobile,Apple,Safari,playweez,aptoide.com,iOS,3,1,1,1,1
733789927.1555176399,Madrid,mobile,Samsung,Chrome,playup,eleconomista.es,Android,3,1,1,1,1
839417100.1553802219,Seville,mobile,LG,Chrome,playweez,mobileapp::2-com.AlexCM.Parchis,Android,3,1,1,1,1
502237020.1552516526,Granada,mobile,Samsung,Android Webview,cocinatop,catalogo.tienda,Android,3,1,1,1,1
903542110.1536448435,Seville,mobile,Samsung,Android Webview,taromancia,tuhoroscopodehoy.com,Android,3,1,1,1,1
213052292.1555408939,Seville,mobile,Huawei,Chrome,trendly,mobileapp::2-com.mobincube.BROMAS.TELEFONO,Android,3,1,1,1,1
158083483.1561330488,Zaragoza,mobile,Huawei,Android Webview,trendly,eltiempoenespana.com,Android,3,1,1,1,1
612990988.1555409334,Madrid,mobile,BQ,Chrome,cocinatop,gastroranking.es,Android,3,1,1,1,1
125280828.1549287599,Madrid,mobile,LG,Chrome,playweez,mobileapp::2-com.playgendary.tom,Android,3,1,1,1,1
159337899.1565516230,Madrid,mobile,Xiaomi,Chrome,unlimitedvideos,mobileapp::2-com.destiny.master.freetest,Android,3,1,1,1,1
866593222.1546798115,Valencia,mobile,(not set),Chrome,clicnscores,mobileapp::2-eu.livesport.FlashScore_com,Android,3,1,1,1,1
933753310.1566202445,Valencia,mobile,Huawei,Chrome,cocinatop,hogarmania.com,Android,3,1,1,1,1
756887834.1555050808,Madrid,mobile,Samsung,Chrome,unlimitedvideos,mobileapp::2-com.mastervoy.bajarnusicaamicelualar,Android,3,1,1,1,1
682400710.1550515235,Madrid,mobile,Apple,Safari,ponelvideo,youtube.com,iOS,3,1,1,1,1
223236936.1553941563,Valencia,mobile,(not set),Android Webview,trendly,glowpink.com,Android,3,1,1,1,0
310559163.1554050268,Seville,mobile,Sony,Chrome,musiqradio,youtube.com,Android,3,1,1,1,1
579532971.1549632196,Valencia,mobile,Samsung,Android Webview,taromancia,espanadiario.es,Android,3,1,1,1,1
592752643.1542129482,Madrid,mobile,Huawei,Chrome,trendly,mobileapp::2-game.puzzle.blockpuzzle,Android,3,1,1,1,1
523709466.1552929799,Zaragoza,mobile,(not set),Chrome,playweez,mobileapp::2-cal.photo.math.calculator.plus.calculate.scan,Android,3,1,1,1,0
980862474.1553791710,Madrid,mobile,Samsung,Samsung Internet,musiqradio,youtube.com,Android,3,1,1,1,1
685578665.1571764020,Alcala de Henares,mobile,Huawei,Chrome,clicnscores,callejero.net,Android,3,1,1,1,1
397345518.1555157212,Barcelona,mobile,Huawei,Android Webview,playweez,newtechbuzzlife.com,Android,3,1,1,1,1
743715951.1537379972,Zaragoza,mobile,Huawei,Chrome,playweez,strawgame.com,Android,3,1,1,1,1
517775955.1554985658,Barcelona,mobile,(not set),Chrome,playweez,techylist.com,Android,3,1,1,1,1
885044347.1552853330,Seville,mobile,Orange,Chrome,clicnscores,futebolonline1.com,Android,3,1,1,1,0
461586769.1555828248,Seville,mobile,Huawei,Android Webview,playup,mobileapp::2-com.outfit7.mytalkingangelafree,Android,3,1,1,1,1
362425428.1555250278,Valencia,mobile,Samsung,Samsung Internet,trendly,youtube.com,Android,3,1,1,1,0
758432735.1553637731,Valencia,mobile,Samsung,Chrome,unlimitedvideos,newvidos.ru,Android,3,1,1,1,1
944380532.1547197163,Zaragoza,mobile,Sony,Chrome,cocinatop,mobileapp::2-com.cleanmaster.mguard,Android,3,1,1,1,1
241716161.1553954755,Madrid,mobile,Xiaomi,Chrome,unlimitedvideos,androidiani.com,Android,3,1,1,1,0
970924011.1554739221,Barcelona,mobile,Huawei,Chrome,ponelvideo,youtube.com,Android,3,1,1,1,1
